CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952
0,199,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00165632419105196,Reaction1
0,198,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0125125703595864,Reaction1
0,197,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0218777715183479,Reaction1
0,196,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0231200720195683,Reaction1
0,195,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0382687725983944,Reaction1
0,194,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0406410132355887,Reaction1
0,194,0,4,6,6,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0.0408007557407172,Reaction5
0,193,0,5,7,7,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0.0467556986807499,Reaction1
0,192,0,6,8,8,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0.0482810215447372,Reaction1
0,191,0,7,9,9,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0.048828357155566,Reaction1
0,191,0,5,9,9,0,2,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0.0489858659829289,Reaction5
0,190,0,6,10,10,0,2,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0.0498927407721693,Reaction1
0,190,0,6,10,8,0,2,1,0,0,0,10,0,0,1,0,0,2,0,0,0,0,0.0552260764016612,Reaction2
0,189,0,7,11,9,0,2,1,0,0,0,11,0,0,1,0,0,2,0,0,0,0,0.0573700190523147,Reaction1
0,188,0,8,12,10,0,2,1,0,0,0,12,0,0,1,0,0,2,0,0,0,0,0.0580547459503727,Reaction1
0,187,0,9,13,11,0,2,1,0,0,0,13,0,0,1,0,0,2,0,0,0,0,0.067065655981039,Reaction1
0,187,0,9,13,9,0,2,2,0,0,0,13,0,0,2,0,0,2,0,0,0,0,0.0675295247927782,Reaction2
0,186,0,10,14,10,0,2,2,0,0,0,14,0,0,2,0,0,2,0,0,0,0,0.0675730064823452,Reaction1
0,186,0,8,14,10,0,3,2,0,0,0,14,0,0,2,0,0,3,0,0,0,0,0.0729630379661736,Reaction5
0,186,0,6,14,10,0,4,2,0,0,0,14,0,0,2,0,0,4,0,0,0,0,0.0739747322075055,Reaction5
0,185,0,7,15,11,0,4,2,0,0,0,15,0,0,2,0,0,4,0,0,0,0,0.0739815387897505,Reaction1
0,185,0,7,14,11,0,4,2,6,3,0,15,0,0,2,0,0,4,1,0,0,0,0.0740820968548844,Reaction6
0,185,0,7,14,11,0,4,2,4,1,0,15,0,0,2,0,0,4,1,1,0,0,0.0757831967033072,Reaction7
0,185,0,7,14,9,0,4,3,4,1,0,15,0,0,3,0,0,4,1,1,0,0,0.0783891170581913,Reaction2
0,185,0,5,14,9,0,5,3,4,1,0,15,0,0,3,0,0,5,1,1,0,0,0.0820567657238625,Reaction5
0,184,0,6,15,10,0,5,3,4,1,0,16,0,0,3,0,0,5,1,1,0,0,0.0835137909296998,Reaction1
0,184,1,6,15,10,1,4,3,4,1,0,16,0,0,3,0,0,5,1,1,1,0,0.0838710508396756,Reaction8
0,183,1,7,16,11,1,4,3,4,1,0,17,0,0,3,0,0,5,1,1,1,0,0.0847249467897952,Reaction1
0,183,1,7,16,9,1,4,4,4,1,0,17,0,0,4,0,0,5,1,1,1,0,0.0883233954990214,Reaction2
0,182,1,8,17,10,1,4,4,4,1,0,18,0,0,4,0,0,5,1,1,1,0,0.0954576658548326,Reaction1
0,181,1,9,18,11,1,4,4,4,1,0,19,0,0,4,0,0,5,1,1,1,0,0.097771132791541,Reaction1
0,181,2,9,18,11,2,3,4,4,1,0,19,0,0,4,0,0,5,1,1,2,0,0.101267673321813,Reaction8
0,181,2,9,18,11,2,3,3,4,1,0,19,0,0,4,1,0,5,1,1,2,0,0.102248565805916,Reaction3
0,181,2,9,18,11,2,3,2,4,1,0,19,0,0,4,2,0,5,1,1,2,0,0.104580724104516,Reaction3
0,181,1,9,18,11,1,4,2,4,1,0,19,1,0,4,2,0,5,1,1,2,0,0.104941087906111,Reaction10
0,180,1,10,19,12,1,4,2,4,1,0,20,1,0,4,2,0,5,1,1,2,0,0.105519545114108,Reaction1
0,180,1,10,19,10,1,4,3,4,1,0,20,1,0,5,2,0,5,1,1,2,0,0.10753309071762,Reaction2
0,179,1,11,20,11,1,4,3,4,1,0,21,1,0,5,2,0,5,1,1,2,0,0.109965631438632,Reaction1
0,178,1,12,21,12,1,4,3,4,1,0,22,1,0,5,2,0,5,1,1,2,0,0.110051351483024,Reaction1
0,178,1,10,21,12,1,5,3,4,1,0,22,1,0,5,2,0,6,1,1,2,0,0.110226360650821,Reaction5
0,178,1,10,21,10,1,5,4,4,1,0,22,1,0,6,2,0,6,1,1,2,0,0.11090854651714,Reaction2
0,178,1,8,21,10,1,6,4,4,1,0,22,1,0,6,2,0,7,1,1,2,0,0.116746458644567,Reaction5
1,178,2,8,21,10,1,6,4,3,1,0,22,1,0,6,2,0,7,1,1,2,1,0.116806904875265,Reaction9
1,178,2,8,21,10,1,6,3,3,1,0,22,1,0,6,3,0,7,1,1,2,1,0.117307407743674,Reaction3
1,178,2,8,21,8,1,6,4,3,1,0,22,1,0,7,3,0,7,1,1,2,1,0.119121098870605,Reaction2
1,178,2,8,21,6,1,6,5,3,1,0,22,1,0,8,3,0,7,1,1,2,1,0.120698706383344,Reaction2
0,177,3,8,21,6,1,6,5,3,1,1,22,1,0,8,3,0,7,1,1,2,1,0.122305939580716,NEW_REACTION
0,176,3,9,22,7,1,6,5,3,1,1,23,1,0,8,3,0,7,1,1,2,1,0.122605888770009,Reaction1
0,176,3,9,22,5,1,6,6,3,1,1,23,1,0,9,3,0,7,1,1,2,1,0.124738507531326,Reaction2
0,175,3,10,23,6,1,6,6,3,1,1,24,1,0,9,3,0,7,1,1,2,1,0.124758734152463,Reaction1
0,175,2,10,23,6,0,7,6,3,1,1,24,2,0,9,3,0,7,1,1,2,1,0.126346649923055,Reaction10
0,175,2,8,23,6,0,8,6,3,1,1,24,2,0,9,3,0,8,1,1,2,1,0.127138018719668,Reaction5
0,175,2,8,23,4,0,8,7,3,1,1,24,2,0,10,3,0,8,1,1,2,1,0.133353370470211,Reaction2
0,175,2,6,23,4,0,9,7,3,1,1,24,2,0,10,3,0,9,1,1,2,1,0.139832477822933,Reaction5
0,174,2,7,24,5,0,9,7,3,1,1,25,2,0,10,3,0,9,1,1,2,1,0.140662517653084,Reaction1
0,174,2,5,24,5,0,10,7,3,1,1,25,2,0,10,3,0,10,1,1,2,1,0.146038840318958,Reaction5
0,174,3,5,24,5,1,9,7,3,1,1,25,2,0,10,3,0,10,1,1,3,1,0.146074129941113,Reaction8
0,174,3,5,24,5,1,9,6,3,1,1,25,2,0,10,4,0,10,1,1,3,1,0.146244214596265,Reaction3
0,173,3,6,25,6,1,9,6,3,1,1,26,2,0,10,4,0,10,1,1,3,1,0.146731131106097,Reaction1
0,173,4,6,25,6,2,8,6,3,1,1,26,2,0,10,4,0,10,1,1,4,1,0.153911670389398,Reaction8
0,173,4,6,25,6,2,8,5,3,1,1,26,2,0,10,5,0,10,1,1,4,1,0.156847366507542,Reaction3
0,173,5,6,25,6,3,7,5,3,1,1,26,2,0,10,5,0,10,1,1,5,1,0.163476760446715,Reaction8
0,172,5,7,26,7,3,7,5,3,1,1,27,2,0,10,5,0,10,1,1,5,1,0.164052118250286,Reaction1
0,172,5,5,26,7,3,8,5,3,1,1,27,2,0,10,5,0,11,1,1,5,1,0.164176976077507,Reaction5
0,172,4,5,26,7,2,9,5,3,1,1,27,3,0,10,5,0,11,1,1,5,1,0.16493847150383,Reaction10
0,171,4,6,27,8,2,9,5,3,1,1,28,3,0,10,5,0,11,1,1,5,1,0.168953343472479,Reaction1
0,171,4,6,27,6,2,9,6,3,1,1,28,3,0,11,5,0,11,1,1,5,1,0.171477739252994,Reaction2
0,170,4,7,28,7,2,9,6,3,1,1,29,3,0,11,5,0,11,1,1,5,1,0.174638981187217,Reaction1
0,169,4,8,29,8,2,9,6,3,1,1,30,3,0,11,5,0,11,1,1,5,1,0.177319430576715,Reaction1
0,169,3,8,29,8,1,10,6,3,1,1,30,4,0,11,5,0,11,1,1,5,1,0.177423750946467,Reaction10
1,169,4,8,29,8,1,10,6,2,1,1,30,4,0,11,5,0,11,1,1,5,2,0.177529603744096,Reaction9
1,169,3,8,29,8,0,11,6,2,1,1,30,5,0,11,5,0,11,1,1,5,2,0.180265757220104,Reaction10
0,168,4,8,29,8,0,11,6,2,1,2,30,5,0,11,5,0,11,1,1,5,2,0.184338174016038,NEW_REACTION
0,168,4,8,28,8,0,11,6,8,4,2,30,5,0,11,5,0,11,2,1,5,2,0.185506922964796,Reaction6
0,168,4,8,28,8,0,11,6,6,2,2,30,5,0,11,5,0,11,2,2,5,2,0.186316887865386,Reaction7
0,167,4,9,29,9,0,11,6,6,2,2,31,5,0,11,5,0,11,2,2,5,2,0.1864698206551,Reaction1
