CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794
0,199,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00197651614140767,Reaction1
0,198,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.00341532866280299,Reaction1
0,197,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.00444773661742059,Reaction1
0,196,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00634108938977631,Reaction1
0,195,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.00647281363445312,Reaction1
0,194,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0137796343325961,Reaction1
0,193,0,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0196480287666325,Reaction1
0,193,0,7,7,5,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0.022665673673042,Reaction2
0,192,0,8,8,6,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0.0233574542334406,Reaction1
0,191,0,9,9,7,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0.0251397222051546,Reaction1
0,191,0,7,9,7,0,1,1,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0.0299228690787326,Reaction5
0,190,0,8,10,8,0,1,1,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0.0302071950809669,Reaction1
0,189,0,9,11,9,0,1,1,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0.0339201071496299,Reaction1
0,189,0,9,11,7,0,1,2,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0.0371389984594667,Reaction2
0,189,0,7,11,7,0,2,2,0,0,0,11,0,0,2,0,0,2,0,0,0,0,0.0372197092655026,Reaction5
0,189,0,7,11,5,0,2,3,0,0,0,11,0,0,3,0,0,2,0,0,0,0,0.0402884852526988,Reaction2
0,188,0,8,12,6,0,2,3,0,0,0,12,0,0,3,0,0,2,0,0,0,0,0.0419740156921472,Reaction1
0,188,1,8,12,6,1,1,3,0,0,0,12,0,0,3,0,0,2,0,0,1,0,0.0447713565054878,Reaction8
0,187,1,9,13,7,1,1,3,0,0,0,13,0,0,3,0,0,2,0,0,1,0,0.0495514104349389,Reaction1
0,187,1,9,13,7,1,1,2,0,0,0,13,0,0,3,1,0,2,0,0,1,0,0.0518868281758579,Reaction3
0,187,1,7,13,7,1,2,2,0,0,0,13,0,0,3,1,0,3,0,0,1,0,0.0521328937066557,Reaction5
0,187,1,7,13,7,1,2,1,0,0,0,13,0,0,3,2,0,3,0,0,1,0,0.0556632674886871,Reaction3
0,187,1,7,12,7,1,2,1,6,3,0,13,0,0,3,2,0,3,1,0,1,0,0.0568058605956534,Reaction6
0,186,1,8,13,8,1,2,1,6,3,0,14,0,0,3,2,0,3,1,0,1,0,0.0570927359773552,Reaction1
0,186,1,8,13,8,1,2,1,4,1,0,14,0,0,3,2,0,3,1,1,1,0,0.0601406469329404,Reaction7
0,185,1,9,14,9,1,2,1,4,1,0,15,0,0,3,2,0,3,1,1,1,0,0.0608319772547009,Reaction1
0,184,1,10,15,10,1,2,1,4,1,0,16,0,0,3,2,0,3,1,1,1,0,0.0615146833237595,Reaction1
0,183,1,11,16,11,1,2,1,4,1,0,17,0,0,3,2,0,3,1,1,1,0,0.0616813402505718,Reaction1
0,182,1,12,17,12,1,2,1,4,1,0,18,0,0,3,2,0,3,1,1,1,0,0.0655442104430598,Reaction1
0,182,1,12,17,10,1,2,2,4,1,0,18,0,0,4,2,0,3,1,1,1,0,0.0677774020721533,Reaction2
0,182,1,12,17,10,1,2,1,4,1,0,18,0,0,4,3,0,3,1,1,1,0,0.067897477985186,Reaction3
0,182,1,12,17,8,1,2,2,4,1,0,18,0,0,5,3,0,3,1,1,1,0,0.0724063629258407,Reaction2
0,182,1,12,17,8,1,2,1,4,1,0,18,0,0,5,3,1,3,1,1,1,0,0.0744769540172104,Reaction4
0,181,1,13,18,9,1,2,1,4,1,0,19,0,0,5,3,1,3,1,1,1,0,0.0764834595788769,Reaction1
0,181,1,11,18,9,1,3,1,4,1,0,19,0,0,5,3,1,4,1,1,1,0,0.0766714818184442,Reaction5
1,181,2,11,18,9,1,3,1,3,1,0,19,0,0,5,3,1,4,1,1,1,1,0.0767667445083991,Reaction9
1,180,2,12,19,10,1,3,1,3,1,0,20,0,0,5,3,1,4,1,1,1,1,0.0791174477640593,Reaction1
1,179,2,13,20,11,1,3,1,3,1,0,21,0,0,5,3,1,4,1,1,1,1,0.0797246626157158,Reaction1
0,178,3,13,20,11,1,3,1,3,1,1,21,0,0,5,3,1,4,1,1,1,1,0.0815211668459513,NEW_REACTION
1,178,4,13,20,11,1,3,1,2,1,1,21,0,0,5,3,1,4,1,1,1,2,0.0829383739162389,Reaction9
1,177,4,14,21,12,1,3,1,2,1,1,22,0,0,5,3,1,4,1,1,1,2,0.0835271108189292,Reaction1
1,176,4,15,22,13,1,3,1,2,1,1,23,0,0,5,3,1,4,1,1,1,2,0.0842319879924096,Reaction1
1,176,4,13,22,13,1,4,1,2,1,1,23,0,0,5,3,1,5,1,1,1,2,0.0842643031843809,Reaction5
1,176,4,11,22,13,1,5,1,2,1,1,23,0,0,5,3,1,6,1,1,1,2,0.0853606054659403,Reaction5
1,176,3,11,22,13,0,6,1,2,1,1,23,1,0,5,3,1,6,1,1,1,2,0.0866643307498315,Reaction10
0,176,2,11,22,13,0,6,1,3,1,1,23,1,1,5,3,1,6,1,1,1,2,0.0882282742429204,Reaction11
0,175,2,12,23,14,0,6,1,3,1,1,24,1,1,5,3,1,6,1,1,1,2,0.0905232564902103,Reaction1
0,174,2,13,24,15,0,6,1,3,1,1,25,1,1,5,3,1,6,1,1,1,2,0.0905612669650261,Reaction1
0,173,2,14,25,16,0,6,1,3,1,1,26,1,1,5,3,1,6,1,1,1,2,0.0938573782946887,Reaction1
0,173,2,14,24,16,0,6,1,9,4,1,26,1,1,5,3,1,6,2,1,1,2,0.0941254045897761,Reaction6
0,173,2,12,24,16,0,7,1,9,4,1,26,1,1,5,3,1,7,2,1,1,2,0.094146130812264,Reaction5
0,173,2,12,24,14,0,7,2,9,4,1,26,1,1,6,3,1,7,2,1,1,2,0.0945434089011303,Reaction2
0,173,2,12,24,12,0,7,3,9,4,1,26,1,1,7,3,1,7,2,1,1,2,0.0958951923751029,Reaction2
0,172,2,13,25,13,0,7,3,9,4,1,27,1,1,7,3,1,7,2,1,1,2,0.0959439549101362,Reaction1
0,172,2,13,25,13,0,7,3,7,2,1,27,1,1,7,3,1,7,2,2,1,2,0.0961792138472194,Reaction7
0,172,2,11,25,13,0,8,3,7,2,1,27,1,1,7,3,1,8,2,2,1,2,0.096570399936529,Reaction5
1,172,3,11,25,13,0,8,3,6,2,1,27,1,1,7,3,1,8,2,2,1,3,0.097700914183645,Reaction9
0,171,4,11,25,13,0,8,3,6,2,2,27,1,1,7,3,1,8,2,2,1,3,0.0980806573947175,NEW_REACTION
0,171,4,11,25,11,0,8,4,6,2,2,27,1,1,8,3,1,8,2,2,1,3,0.0998093328976715,Reaction2
0,171,4,11,25,11,0,8,3,6,2,2,27,1,1,8,4,1,8,2,2,1,3,0.101260588927787,Reaction3
0,171,4,11,25,9,0,8,4,6,2,2,27,1,1,9,4,1,8,2,2,1,3,0.102814732677025,Reaction2
0,171,5,11,25,9,1,7,4,6,2,2,27,1,1,9,4,1,8,2,2,2,3,0.103499741496165,Reaction8
0,171,5,11,25,7,1,7,5,6,2,2,27,1,1,10,4,1,8,2,2,2,3,0.112114414645423,Reaction2
0,171,5,9,25,7,1,8,5,6,2,2,27,1,1,10,4,1,9,2,2,2,3,0.112489629278855,Reaction5
0,171,5,9,25,7,1,8,4,6,2,2,27,1,1,10,5,1,9,2,2,2,3,0.117419243991709,Reaction3
0,171,5,7,25,7,1,9,4,6,2,2,27,1,1,10,5,1,10,2,2,2,3,0.122605566293956,Reaction5
0,171,5,7,24,7,1,9,4,12,5,2,27,1,1,10,5,1,10,3,2,2,3,0.125198695686795,Reaction6
0,171,5,7,24,7,1,9,4,10,3,2,27,1,1,10,5,1,10,3,3,2,3,0.125309910148019,Reaction7
0,170,5,8,25,8,1,9,4,10,3,2,28,1,1,10,5,1,10,3,3,2,3,0.128141757266032,Reaction1
0,169,5,9,26,9,1,9,4,10,3,2,29,1,1,10,5,1,10,3,3,2,3,0.129219448109574,Reaction1
1,169,6,9,26,9,1,9,4,9,3,2,29,1,1,10,5,1,10,3,3,2,4,0.131042627371715,Reaction9
1,169,6,9,26,9,1,9,4,7,1,2,29,1,1,10,5,1,10,3,4,2,4,0.131846836897318,Reaction7
1,169,6,9,25,9,1,9,4,13,4,2,29,1,1,10,5,1,10,4,4,2,4,0.132745001439975,Reaction6
1,169,6,9,25,9,1,9,4,11,2,2,29,1,1,10,5,1,10,4,5,2,4,0.132996406583172,Reaction7
0,168,7,9,25,9,1,9,4,11,2,3,29,1,1,10,5,1,10,4,5,2,4,0.136682654186714,NEW_REACTION
0,167,7,10,26,10,1,9,4,11,2,3,30,1,1,10,5,1,10,4,5,2,4,0.136692083535668,Reaction1
1,167,8,10,26,10,1,9,4,10,2,3,30,1,1,10,5,1,10,4,5,2,5,0.138027919956359,Reaction9
0,166,9,10,26,10,1,9,4,10,2,4,30,1,1,10,5,1,10,4,5,2,5,0.140468359686404,NEW_REACTION
0,165,9,11,27,11,1,9,4,10,2,4,31,1,1,10,5,1,10,4,5,2,5,0.142299642411583,Reaction1
0,164,9,12,28,12,1,9,4,10,2,4,32,1,1,10,5,1,10,4,5,2,5,0.142642825534212,Reaction1
0,164,9,12,28,10,1,9,5,10,2,4,32,1,1,11,5,1,10,4,5,2,5,0.143187308711976,Reaction2
0,164,9,12,28,10,1,9,5,8,0,4,32,1,1,11,5,1,10,4,6,2,5,0.143408528658903,Reaction7
0,164,8,12,28,10,0,10,5,8,0,4,32,2,1,11,5,1,10,4,6,2,5,0.148597662104714,Reaction10
1,164,9,12,28,10,0,10,5,7,0,4,32,2,1,11,5,1,10,4,6,2,6,0.149321762125225,Reaction9
0,163,10,12,28,10,0,10,5,7,0,5,32,2,1,11,5,1,10,4,6,2,6,0.150594763166081,NEW_REACTION
0,163,10,10,28,10,0,11,5,7,0,5,32,2,1,11,5,1,11,4,6,2,6,0.150642606768728,Reaction5
0,163,11,10,28,10,1,10,5,7,0,5,32,2,1,11,5,1,11,4,6,3,6,0.15098569476651,Reaction8
0,163,11,8,28,10,1,11,5,7,0,5,32,2,1,11,5,1,12,4,6,3,6,0.152207887784657,Reaction5
0,163,10,8,28,10,0,12,5,7,0,5,32,3,1,11,5,1,12,4,6,3,6,0.153755630996681,Reaction10
1,163,11,8,28,10,0,12,5,6,0,5,32,3,1,11,5,1,12,4,6,3,7,0.154018508408071,Reaction9
0,162,12,8,28,10,0,12,5,6,0,6,32,3,1,11,5,1,12,4,6,3,7,0.154190875831813,NEW_REACTION
0,162,12,8,28,8,0,12,6,6,0,6,32,3,1,12,5,1,12,4,6,3,7,0.155888429986336,Reaction2
0,162,12,8,28,6,0,12,7,6,0,6,32,3,1,13,5,1,12,4,6,3,7,0.161797275318253,Reaction2
0,161,12,9,29,7,0,12,7,6,0,6,33,3,1,13,5,1,12,4,6,3,7,0.163054646111633,Reaction1
1,161,13,9,29,7,0,12,7,5,0,6,33,3,1,13,5,1,12,4,6,3,8,0.164191861812088,Reaction9
1,160,13,10,30,8,0,12,7,5,0,6,34,3,1,13,5,1,12,4,6,3,8,0.164713979709892,Reaction1
1,160,14,10,30,8,1,11,7,5,0,6,34,3,1,13,5,1,12,4,6,4,8,0.165180080704166,Reaction8
1,160,15,10,30,8,2,10,7,5,0,6,34,3,1,13,5,1,12,4,6,5,8,0.167245857030495,Reaction8
1,160,14,10,30,8,1,11,7,5,0,6,34,4,1,13,5,1,12,4,6,5,8,0.167961114203693,Reaction10
0,159,15,10,30,8,1,11,7,5,0,7,34,4,1,13,5,1,12,4,6,5,8,0.168488320185079,NEW_REACTION
0,159,15,8,30,8,1,12,7,5,0,7,34,4,1,13,5,1,13,4,6,5,8,0.170041630078421,Reaction5
1,159,16,8,30,8,1,12,7,4,0,7,34,4,1,13,5,1,13,4,6,5,9,0.176032305143791,Reaction9
1,159,17,8,30,8,2,11,7,4,0,7,34,4,1,13,5,1,13,4,6,6,9,0.178079414804587,Reaction8
0,159,16,8,30,8,2,11,7,5,0,7,34,4,2,13,5,1,13,4,6,6,9,0.179414820856234,Reaction11
0,159,17,8,30,8,3,10,7,5,0,7,34,4,2,13,5,1,13,4,6,7,9,0.18010673864647,Reaction8
0,159,18,8,30,8,4,9,7,5,0,7,34,4,2,13,5,1,13,4,6,8,9,0.182606783987106,Reaction8
0,159,18,8,29,8,4,9,7,11,3,7,34,4,2,13,5,1,13,5,6,8,9,0.182698718692066,Reaction6
0,159,17,8,29,8,3,10,7,11,3,7,34,5,2,13,5,1,13,5,6,8,9,0.182839158895928,Reaction10
0,159,16,8,29,8,2,11,7,11,3,7,34,6,2,13,5,1,13,5,6,8,9,0.182842241330869,Reaction10
0,159,16,8,29,8,2,11,7,9,1,7,34,6,2,13,5,1,13,5,7,8,9,0.183788593964384,Reaction7
0,159,16,8,29,8,2,11,6,9,1,7,34,6,2,13,5,2,13,5,7,8,9,0.184852403762598,Reaction4
0,159,15,8,29,8,1,12,6,9,1,7,34,7,2,13,5,2,13,5,7,8,9,0.185488728872882,Reaction10
